Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2017,2018,2019,2020,2021,2022
Russian Federation,SI3_AGG - MATE - Textiles,World,499,552,601,673,812,493
Russian Federation,SI3_AGG - MACL - Clothing,World,437,413,510,577,676,533
Rwanda,SI3_AGG - TO - Total merchandise,World,1037,1122,1241,1408,1531,2111
Rwanda,SI3_AGG - AG - Agricultural products,World,354,398,426,448,621,678
Rwanda,SI3_AGG - AGFO - Food,World,326,376,395,419,587,645
Rwanda,SI3_AGG - MI - Fuels and mining products,World,336,341,268,174,272,486
Rwanda,SI3_AGG - MIFU - Fuels,World,137,132,151,79,110,199
Rwanda,SI3_AGG - MA - Manufactures,World,163,191,137,143,306,299
Rwanda,SI3_AGG - MAIS - Iron and steel,World,5,10,11,21,29,42
Rwanda,SI3_AGG - MACH - Chemicals,World,11,14,17,20,27,52
Rwanda,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,1,1,2
Rwanda,SI3_AGG - MAMT - Machinery and transport equipment,World,20,45,43,35,45,52
Rwanda,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,5,10,9,13,18
Rwanda,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,1,0,4,2
Rwanda,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,3,9,8,9,16
Rwanda,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,1,0,1,0
Rwanda,SI3_AGG - MAMTTE - Transport equipment,World,10,25,20,14,16,12
Rwanda,SI3_AGG - MAMTAU - Automotive products,World,8,19,16,9,8,8
Rwanda,SI3_AGG - MATE - Textiles,World,1,3,3,3,11,22
Rwanda,SI3_AGG - MACL - Clothing,World,4,5,5,7,10,17
Saint Kitts and Nevis,SI3_AGG - TO - Total merchandise,World,50,54,58,52,50,29
Saint Kitts and Nevis,SI3_AGG - AG - Agricultural products,World,4,8,9,11,15,12
Saint Kitts and Nevis,SI3_AGG - AGFO - Food,World,4,8,8,11,14,12
Saint Kitts and Nevis,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MA - Manufactures,World,29,33,38,29,33,17
Saint Kitts and Nevis,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MAMT - Machinery and transport equipment,World,20,23,27,20,24,13
Saint Kitts and Nevis,SI3_AGG - MAMTOF - Office and telecom equipment,World,9,6,6,6,7,4
Saint Kitts and Nevis,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,9,6,6,6,7,4
Saint Kitts and Nevis,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MAMTTE - Transport equipment,World,0,1,1,1,3,1
Saint Kitts and Nevis,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Saint Kitts and Nevis,SI3_AGG - MATE - Textiles,World,0,0,2,0,0,0
Saint Kitts and Nevis,SI3_AGG - MACL - Clothing,World,0,0,1,0,0,0
Saint Lucia,SI3_AGG - TO - Total merchandise,World,127,62,82,55,59,79
Saint Lucia,SI3_AGG - AG - Agricultural products,World,43,37,38,30,24,32
Saint Lucia,SI3_AGG - AGFO - Food,World,43,37,37,28,21,26
Saint Lucia,SI3_AGG - MI - Fuels and mining products,World,12,10,8,6,15,19
Saint Lucia,SI3_AGG - MIFU - Fuels,World,8,4,3,2,6,0
Saint Lucia,SI3_AGG - MA - Manufactures,World,71,14,36,19,19,21
Saint Lucia,SI3_AGG - MAIS - Iron and steel,World,1,1,1,0,0,0
Saint Lucia,SI3_AGG - MACH - Chemicals,World,5,1,4,5,6,4
Saint Lucia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,1,1,1,0
Saint Lucia,SI3_AGG - MAMT - Machinery and transport equipment,World,44,5,17,10,10,11
Saint Lucia,SI3_AGG - MAMTOF - Office and telecom equipment,World,12,2,6,4,3,3
Saint Lucia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Saint Lucia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,12,2,6,4,3,3
Saint Lucia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Saint Lucia,SI3_AGG - MAMTTE - Transport equipment,World,23,1,3,3,3,1
Saint Lucia,SI3_AGG - MAMTAU - Automotive products,World,22,0,2,1,1,1
Saint Lucia,SI3_AGG - MATE - Textiles,World,0,0,0,0,1,0
Saint Lucia,SI3_AGG - MACL - Clothing,World,5,1,5,2,1,0
Saint Pierre and Miquelon,SI3_AGG - TO - Total merchandise,World,5,7,8,5,5,8
Saint Vincent and the Grenadines,SI3_AGG - TO - Total merchandise,World,42,44,39,55,35,46
Saint Vincent and the Grenadines,SI3_AGG - AG - Agricultural products,World,30,29,27,29,25,37
Saint Vincent and the Grenadines,SI3_AGG - AGFO - Food,World,30,29,27,28,25,37
Saint Vincent and the Grenadines,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MA - Manufactures,World,12,15,11,26,9,4
Saint Vincent and the Grenadines,SI3_AGG - MAIS - Iron and steel,World,4,6,2,2,1,2
Saint Vincent and the Grenadines,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,1
Saint Vincent and the Grenadines,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MAMT - Machinery and transport equipment,World,5,3,4,20,3,1
Saint Vincent and the Grenadines,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,1,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MAMTTE - Transport equipment,World,2,2,2,13,2,1
Saint Vincent and the Grenadines,SI3_AGG - MAMTAU - Automotive products,World,1,1,1,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Saint Vincent and the Grenadines,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Samoa,SI3_AGG - TO - Total merchandise,World,44,46,49,37,29,42
Samoa,SI3_AGG - AG - Agricultural products,World,25,29,32,18,20,21
Samoa,SI3_AGG - AGFO - Food,World,25,29,32,17,20,21
Samoa,SI3_AGG - MI - Fuels and mining products,World,14,12,12,11,4,3
Samoa,SI3_AGG - MIFU - Fuels,World,13,12,12,11,3,0
Samoa,SI3_AGG - MA - Manufactures,World,5,5,5,4,5,7
Samoa,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Samoa,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Samoa,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Samoa,SI3_AGG - MAMT - Machinery and transport equipment,World,4,2,2,2,3,6
Samoa,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,1
Samoa,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Samoa,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Samoa,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,1
Samoa,SI3_AGG - MAMTTE - Transport equipment,World,0,0,0,0,0,1
Samoa,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Samoa,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Samoa,SI3_AGG - MACL - Clothing,World,0,0,0,1,0,0
Sao Tomé and Principe,SI3_AGG - TO - Total merchandise,World,16,16,13,14,21,22
Sao Tomé and Principe,SI3_AGG - AG - Agricultural products,World,9,9,9,11,18,16
Sao Tomé and Principe,SI3_AGG - AGFO - Food,World,9,9,9,11,18,16
Sao Tomé and Principe,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,5
Sao Tomé and Principe,SI3_AGG - MIFU - Fuels,World,0,0,,,0,5
Sao Tomé and Principe,SI3_AGG - MA - Manufactures,World,1,3,1,1,1,0
Sao Tomé and Principe,SI3_AGG - MAIS - Iron and steel,World,,0,,,0,0
Sao Tomé and Principe,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MACHPH - Pharmaceuticals,World,,0,,,0,0
Sao Tomé and Principe,SI3_AGG - MAMT - Machinery and transport equipment,World,1,1,1,1,1,0
Sao Tomé and Principe,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MAMTTE - Transport equipment,World,0,1,1,1,1,0
Sao Tomé and Principe,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
"Saudi Arabia, Kingdom of",SI3_AGG - TO - Total merchandise,World,221835,294373,261603,173854,276179,411184
"Saudi Arabia, Kingdom of",SI3_AGG - AG - Agricultural products,World,4110,4115,3797,3972,4844,5721
"Saudi Arabia, Kingdom of",SI3_AGG - AGFO - Food,World,3785,3656,3454,3585,4160,4828
"Saudi Arabia, Kingdom of",SI3_AGG - MI - Fuels and mining products,World,173350,235176,203703,122660,206330,333009
"Saudi Arabia, Kingdom of",SI3_AGG - MIFU - Fuels,World,170241,231585,200487,119359,202166,326289
"Saudi Arabia, Kingdom of",SI3_AGG - MA - Manufactures,World,43460,54551,41733,44113,63449,70899
"Saudi Arabia, Kingdom of",SI3_AGG - MAIS - Iron and steel,World,953,1829,995,885,1632,1600
"Saudi Arabia, Kingdom of",SI3_AGG - MACH - Chemicals,World,31057,40505,36441,31114,45698,52687
"Saudi Arabia, Kingdom of",SI3_AGG - MACHPH - Pharmaceuticals,World,415,410,419,416,411,502
"Saudi Arabia, Kingdom of",SI3_AGG - MAMT - Machinery and transport equipment,World,7426,7837,1133,7888,10239,10391
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOF - Office and telecom equipment,World,326,273,4,510,1130,1783
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,55,51,0,62,109,82
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,231,204,1,412,998,1693
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,40,17,3,37,23,9
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTTE - Transport equipment,World,4778,5016,109,5350,6913,6096
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTAU - Automotive products,World,1554,1155,8,795,1493,1370
"Saudi Arabia, Kingdom of",SI3_AGG - MATE - Textiles,World,389,367,315,401,491,533
"Saudi Arabia, Kingdom of",SI3_AGG - MACL - Clothing,World,87,101,21,94,140,140
Senegal,SI3_AGG - TO - Total merchandise,World,2989,3623,4179,3929,5202,5413
Senegal,SI3_AGG - AG - Agricultural products,World,1077,1236,1421,1286,1642,1623
Senegal,SI3_AGG - AGFO - Food,World,1023,1170,1376,1232,1578,1541
Senegal,SI3_AGG - MI - Fuels and mining products,World,666,821,1109,894,1186,1538
Senegal,SI3_AGG - MIFU - Fuels,World,442,571,832,628,808,1042
Senegal,SI3_AGG - MA - Manufactures,World,861,1001,1007,1015,1401,1606
Senegal,SI3_AGG - MAIS - Iron and steel,World,86,110,112,123,158,161
Senegal,SI3_AGG - MACH - Chemicals,World,321,485,537,457,705,943
Senegal,SI3_AGG - MACHPH - Pharmaceuticals,World,10,12,8,3,2,2
Senegal,SI3_AGG - MAMT - Machinery and transport equipment,World,102,94,107,136,155,163
Senegal,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,9,4,5,22,5
Senegal,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,2,2,1,2,1
Senegal,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,7,2,3,19,3
Senegal,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,1,0,0,0
Senegal,SI3_AGG - MAMTTE - Transport equipment,World,35,36,52,75,62,32
Senegal,SI3_AGG - MAMTAU - Automotive products,World,25,16,26,22,32,14
Senegal,SI3_AGG - MATE - Textiles,World,10,9,8,10,11,6
Senegal,SI3_AGG - MACL - Clothing,World,1,1,1,3,1,1
Serbia,SI3_AGG - TO - Total merchandise,World,16992,19227,19630,19498,25564,29058
Serbia,SI3_AGG - AG - Agricultural products,World,3306,3545,3792,4310,5188,5229
Serbia,SI3_AGG - AGFO - Food,World,3107,3304,3565,4093,4900,4945
Serbia,SI3_AGG - MI - Fuels and mining products,World,1475,1694,1640,1479,2970,4483
Serbia,SI3_AGG - MIFU - Fuels,World,431,580,525,449,744,1580
Serbia,SI3_AGG - MA - Manufactures,World,11753,13541,13805,13363,16998,19058
Serbia,SI3_AGG - MAIS - Iron and steel,World,741,1060,925,655,1227,1284
Serbia,SI3_AGG - MACH - Chemicals,World,1566,1859,1805,1932,2635,2931
Serbia,SI3_AGG - MACHPH - Pharmaceuticals,World,274,277,295,327,330,380
Serbia,SI3_AGG - MAMT - Machinery and transport equipment,World,4763,5345,5580,5529,6830,7707
Serbia,SI3_AGG - MAMTOF - Office and telecom equipment,World,255,273,266,335,449,417
Serbia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,131,147,133,109,133,158
Serbia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,93,92,83,81,87,233
Serbia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,32,35,50,146,229,27
Serbia,SI3_AGG - MAMTTE - Transport equipment,World,1646,1586,1320,1169,1445,1554
Serbia,SI3_AGG - MAMTAU - Automotive products,World,1371,1259,935,779,903,938
Serbia,SI3_AGG - MATE - Textiles,World,232,265,276,304,339,309
Serbia,SI3_AGG - MACL - Clothing,World,674,711,678,631,721,828
Seychelles,SI3_AGG - TO - Total merchandise,World,547,569,518,432,464,537
Seychelles,SI3_AGG - AG - Agricultural products,World,282,309,333,353,404,481
Seychelles,SI3_AGG - AGFO - Food,World,282,309,333,353,404,480
Seychelles,SI3_AGG - MI - Fuels and mining products,World,153,161,89,57,13,9
Seychelles,SI3_AGG - MIFU - Fuels,World,152,159,88,56,10,5
Seychelles,SI3_AGG - MA - Manufactures,World,110,99,94,20,45,44
Seychelles,SI3_AGG - MAIS - Iron and steel,World,0,0,0,3,2,1
Seychelles,SI3_AGG - MACH - Chemicals,World,0,0,1,2,9,9
Seychelles,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,1,0,1,0
Seychelles,SI3_AGG - MAMT - Machinery and transport equipment,World,103,94,89,10,25,14
Seychelles,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,1,0,2,4,2
Seychelles,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,0,1,0,0
Seychelles,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,0,1,3,1
Seychelles,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Seychelles,SI3_AGG - MAMTTE - Transport equipment,World,100,91,87,6,16,8
Seychelles,SI3_AGG - MAMTAU - Automotive products,World,1,1,2,1,2,0
Seychelles,SI3_AGG - MATE - Textiles,World,0,0,0,1,1,1
Seychelles,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Sierra Leone,SI3_AGG - TO - Total merchandise,World,567,554,635,423,697,1124
Sierra Leone,SI3_AGG - AG - Agricultural products,World,112,113,196,160,195,154
Sierra Leone,SI3_AGG - AGFO - Food,World,83,94,72,62,68,74
Sierra Leone,SI3_AGG - MI - Fuels and mining products,World,349,381,312,206,398,746
Sierra Leone,SI3_AGG - MIFU - Fuels,World,2,0,5,0,6,1
Sierra Leone,SI3_AGG - MA - Manufactures,World,104,51,123,56,78,71
Sierra Leone,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,1
Sierra Leone,SI3_AGG - MACH - Chemicals,World,3,2,1,1,3,3
Sierra Leone,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,0,0,2,2
Sierra Leone,SI3_AGG - MAMT - Machinery and transport equipment,World,22,38,23,16,28,21
Sierra Leone,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,2,1,2,2
Sierra Leone,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,1,1,1,1
Sierra Leone,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,1,0,1,1
Sierra Leone,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,1
Sierra Leone,SI3_AGG - MAMTTE - Transport equipment,World,11,21,6,3,14,5
Sierra Leone,SI3_AGG - MAMTAU - Automotive products,World,9,20,3,3,6,2
Sierra Leone,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,1
Sierra Leone,SI3_AGG - MACL - Clothing,World,1,0,1,1,1,2
Singapore,SI3_AGG - TO - Total merchandise,World,373446,412955,390763,362534,457357,515802
Singapore,SI3_AGG - AG - Agricultural products,World,11854,15774,15734,14442,16045,16650
Singapore,SI3_AGG - AGFO - Food,World,9739,13382,13764,12819,14417,14729
Singapore,SI3_AGG - MI - Fuels and mining products,World,51641,57615,50692,32901,51361,70565
Singapore,SI3_AGG - MIFU - Fuels,World,47803,54021,47868,30227,45896,65646
Singapore,SI3_AGG - MA - Manufactures,World,276546,300340,289590,289423,349672,376286
Singapore,SI3_AGG - MAIS - Iron and steel,World,1810,2514,2136,1805,2128,2723
Singapore,SI3_AGG - MACH - Chemicals,World,50319,58161,53981,50936,59959,59487
Singapore,SI3_AGG - MACHPH - Pharmaceuticals,World,6990,9611,9074,9815,10805,10536
Singapore,SI3_AGG - MAMT - Machinery and transport equipment,World,182840,198008,191235,197591,242356,266346
Singapore,SI3_AGG - MAMTOF - Office and telecom equipment,World,120695,122750,115854,127539,161755,171315
Singapore,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,19316,18195,16648,16772,20540,18727
Singapore,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,12991,13963,14908,15047,17594,17109
Singapore,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,88388,90592,84298,95720,123620,135480
Singapore,SI3_AGG - MAMTTE - Transport equipment,World,12134,14459,16325,10372,9337,12884
Singapore,SI3_AGG - MAMTAU - Automotive products,World,2668,2921,2740,2313,2288,2423
Singapore,SI3_AGG - MATE - Textiles,World,684,706,633,748,823,844
Singapore,SI3_AGG - MACL - Clothing,World,1536,1541,1383,1144,1332,1473
Sint Maarten,SI3_AGG - TO - Total merchandise,World,123,148,181,134,144,208
Six East Asian traders,SI3_AGG - TO - Total merchandise,World,2269019,2422591,2282969,2237398,2790784,2926632
Slovak Republic,SI3_AGG - TO - Total merchandise,World,83414,93425,89509,86640,103891,107771
Slovak Republic,SI3_AGG - AG - Agricultural products,World,3817,4073,3956,4226,5223,6055
Slovak Republic,SI3_AGG - AGFO - Food,World,3098,3240,3206,3481,4161,5008
Slovak Republic,SI3_AGG - MI - Fuels and mining products,World,4473,4669,4375,3663,5805,7942
Slovak Republic,SI3_AGG - MIFU - Fuels,World,2725,2744,2554,2080,3357,5618
Slovak Republic,SI3_AGG - MA - Manufactures,World,74778,84362,80794,78189,92630,93774
Slovak Republic,SI3_AGG - MAIS - Iron and steel,World,4215,4655,3708,3010,5985,5859
Slovak Republic,SI3_AGG - MACH - Chemicals,World,3678,4047,3739,3566,4732,5253
Slovak Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,373,482,517,618,634,729
Slovak Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,49884,56642,55711,55289,62597,62509
Slovak Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,13556,12967,11467,10812,12005,10676
Slovak Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1349,1330,1353,1421,1687,1463
Slovak Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,11890,11311,9878,9129,10045,8968
Slovak Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,317,326,236,261,273,246
Slovak Republic,SI3_AGG - MAMTTE - Transport equipment,World,24661,30589,31384,32068,35392,35437
Slovak Republic,SI3_AGG - MAMTAU - Automotive products,World,23638,29376,30141,30784,34032,33966
Slovak Republic,SI3_AGG - MATE - Textiles,World,838,873,829,736,888,912
Slovak Republic,SI3_AGG - MACL - Clothing,World,1208,1443,1359,1139,1334,1440
Slovenia,SI3_AGG - TO - Total merchandise,World,38443,44200,44943,44832,57352,69701
Slovenia,SI3_AGG - AG - Agricultural products,World,2995,3474,3305,3306,4136,4628
Slovenia,SI3_AGG - AGFO - Food,World,2006,2340,2334,2411,3092,3414
Slovenia,SI3_AGG - MI - Fuels and mining products,World,3354,4020,4037,2975,5165,8804
Slovenia,SI3_AGG - MIFU - Fuels,World,1858,2216,2352,1503,2855,6170
Slovenia,SI3_AGG - MA - Manufactures,World,32017,36634,37543,38482,48024,56268
Slovenia,SI3_AGG - MAIS - Iron and steel,World,1475,1719,1531,1382,2098,2539
Slovenia,SI3_AGG - MACH - Chemicals,World,5666,6592,8420,10836,13263,19440
Slovenia,SI3_AGG - MACHPH - Pharmaceuticals,World,3082,3652,5581,8067,9714,15475
Slovenia,SI3_AGG - MAMT - Machinery and transport equipment,World,15618,17923,17556,16549,20663,21819
Slovenia,SI3_AGG - MAMTOF - Office and telecom equipment,World,777,845,943,832,1516,1685
Slovenia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,242,224,211,192,260,276
Slovenia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,401,512,591,448,1009,935
Slovenia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,134,109,140,192,246,474
Slovenia,SI3_AGG - MAMTTE - Transport equipment,World,8393,9787,9588,8380,10312,10606
Slovenia,SI3_AGG - MAMTAU - Automotive products,World,7691,8987,8716,7555,9268,9526
Slovenia,SI3_AGG - MATE - Textiles,World,734,793,734,679,803,820
Slovenia,SI3_AGG - MACL - Clothing,World,340,377,368,470,744,795
Solomon Islands,SI3_AGG - TO - Total merchandise,World,500,569,461,379,371,335
Solomon Islands,SI3_AGG - AG - Agricultural products,World,445,531,414,344,350,308
Solomon Islands,SI3_AGG - AGFO - Food,World,118,115,103,95,92,95
Solomon Islands,SI3_AGG - MI - Fuels and mining products,World,21,21,39,28,1,1
Solomon Islands,SI3_AGG - MIFU - Fuels,World,0,,,,,
Solomon Islands,SI3_AGG - MA - Manufactures,World,30,14,5,6,10,8
Solomon Islands,SI3_AGG - MAIS - Iron and steel,World,0,,,,,
Solomon Islands,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,,,
Solomon Islands,SI3_AGG - MAMT - Machinery and transport equipment,World,3,1,1,1,1,0
Solomon Islands,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,,,,,
Solomon Islands,SI3_AGG - MAMTTE - Transport equipment,World,1,0,0,0,0,0
Solomon Islands,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Solomon Islands,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
South Africa,SI3_AGG - TO - Total merchandise,World,88947,93970,90016,85834,123572,122901
South Africa,SI3_AGG - AG - Agricultural products,World,11696,12350,11285,11814,13769,14970
South Africa,SI3_AGG - AGFO - Food,World,9613,10222,9635,10107,11708,12627
South Africa,SI3_AGG - MI - Fuels and mining products,World,31818,33482,33592,33635,56195,55584
South Africa,SI3_AGG - MIFU - Fuels,World,10556,10042,8767,6894,10500,17358
South Africa,SI3_AGG - MA - Manufactures,World,38670,41563,39407,32716,43761,45377
South Africa,SI3_AGG - MAIS - Iron and steel,World,6226,6522,5531,4093,6414,6683
South Africa,SI3_AGG - MACH - Chemicals,World,6384,6931,6598,6456,8717,9018
South Africa,SI3_AGG - MACHPH - Pharmaceuticals,World,483,448,455,423,788,765
South Africa,SI3_AGG - MAMT - Machinery and transport equipment,World,17597,19069,19347,15369,19617,20283
South Africa,SI3_AGG - MAMTOF - Office and telecom equipment,World,1041,996,926,860,913,964
South Africa,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,465,496,426,416,458,481
South Africa,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,434,420,418,392,379,420
South Africa,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,143,79,82,53,76,62
South Africa,SI3_AGG - MAMTTE - Transport equipment,World,11032,12015,12661,9265,11800,12162
South Africa,SI3_AGG - MAMTAU - Automotive products,World,9707,10730,11336,8264,10495,10820
South Africa,SI3_AGG - MATE - Textiles,World,390,409,390,383,452,453
South Africa,SI3_AGG - MACL - Clothing,World,456,467,448,358,481,452
South and Central America and the Caribbean,SI3_AGG - TO - Total merchandise,World,580492,626340,589193,534023,715313,836369
South Asian Association for Regional Cooperation (SAARC),SI3_AGG - TO - Total merchandise,World,370378,401951,401813,344612,484256,555549
South Sudan,SI3_AGG - TO - Total merchandise,World,,,1613,783,812,873
Southern African Development Community (SADC),SI3_AGG - TO - Total merchandise,World,176716,200928,180601,161557,234162,260696
"Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of",SI3_AGG - TO - Total merchandise,World,290201,310210,301891,279446,378838,443723
Spain,SI3_AGG - TO - Total merchandise,World,319531,346754,334018,308317,379969,418364
Spain,SI3_AGG - AG - Agricultural products,World,57496,61005,61187,64166,74064,74581
Spain,SI3_AGG - AGFO - Food,World,53940,57189,57501,60703,69552,69987
Spain,SI3_AGG - MI - Fuels and mining products,World,34076,39942,34995,24117,38480,55472
Spain,SI3_AGG - MIFU - Fuels,World,22461,26889,23471,14084,23149,39816
Spain,SI3_AGG - MA - Manufactures,World,222146,237251,229822,211532,257594,276765
Spain,SI3_AGG - MAIS - Iron and steel,World,9432,10703,9360,7854,12278,13329
Spain,SI3_AGG - MACH - Chemicals,World,42181,46090,45315,44317,61590,73351
Spain,SI3_AGG - MACHPH - Pharmaceuticals,World,12133,12375,13381,14517,21577,28972
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,106100,111847,107703,97779,107611,110385
