Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2017,2018,2019,2020,2021,2022
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,European Union,115406,121909,119239,122875,138946,135396
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,Extra EU Trade,50159,51398,49701,48157,49733,48961
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,62019,66924,68946,66767,82264,100221
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,European Union,34605,38660,38141,35478,44534,56972
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,Extra EU Trade,27414,28265,30805,31290,37729,43249
European Union,SI3_AGG - MAMTTE - Transport equipment,World,911962,967809,933288,792947,897812,912083
European Union,SI3_AGG - MAMTTE - Transport equipment,European Union,505498,545362,535585,463179,519621,522391
European Union,SI3_AGG - MAMTTE - Transport equipment,Extra EU Trade,409140,422448,397703,329768,378191,389692
European Union,SI3_AGG - MAMTAU - Automotive products,World,683498,727706,701427,612895,689917,700358
European Union,SI3_AGG - MAMTAU - Automotive products,European Union,404865,443090,433577,379526,426804,425950
European Union,SI3_AGG - MAMTAU - Automotive products,Extra EU Trade,278633,284616,267850,233368,263113,274408
European Union,SI3_AGG - MATE - Textiles,World,65877,70441,66399,64420,73600,72305
European Union,SI3_AGG - MATE - Textiles,European Union,42287,45146,42517,42697,48461,46929
European Union,SI3_AGG - MATE - Textiles,Extra EU Trade,23556,25295,23882,21723,25139,25376
European Union,SI3_AGG - MACL - Clothing,World,122347,135476,137433,125969,151526,157111
European Union,SI3_AGG - MACL - Clothing,European Union,84062,93209,93959,88277,108589,112482
European Union,SI3_AGG - MACL - Clothing,Extra EU Trade,38285,42267,43474,37692,42936,44629
Fiji,SI3_AGG - TO - Total merchandise,World,956,1041,1033,826,815,1055
Fiji,SI3_AGG - AG - Agricultural products,World,492,481,457,389,442,553
Fiji,SI3_AGG - AGFO - Food,World,479,435,430,354,385,511
Fiji,SI3_AGG - MI - Fuels and mining products,World,182,217,198,115,101,261
Fiji,SI3_AGG - MIFU - Fuels,World,172,205,188,106,91,249
Fiji,SI3_AGG - MA - Manufactures,World,280,249,254,208,209,189
Fiji,SI3_AGG - MAIS - Iron and steel,World,4,3,3,4,4,5
Fiji,SI3_AGG - MACH - Chemicals,World,30,33,31,31,37,39
Fiji,SI3_AGG - MACHPH - Pharmaceuticals,World,9,10,9,11,15,16
Fiji,SI3_AGG - MAMT - Machinery and transport equipment,World,121,90,108,76,70,48
Fiji,SI3_AGG - MAMTOF - Office and telecom equipment,World,67,42,58,20,19,6
Fiji,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9,14,38,14,3,2
Fiji,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,58,26,20,6,14,3
Fiji,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,0,2,0
Fiji,SI3_AGG - MAMTTE - Transport equipment,World,21,24,26,39,27,19
Fiji,SI3_AGG - MAMTAU - Automotive products,World,5,5,4,6,4,3
Fiji,SI3_AGG - MATE - Textiles,World,7,7,6,9,7,6
Fiji,SI3_AGG - MACL - Clothing,World,46,48,45,34,36,35
Finland,SI3_AGG - TO - Total merchandise,World,68073,75869,73468,66220,81996,86008
Finland,SI3_AGG - AG - Agricultural products,World,6910,7774,7179,6465,9019,8774
Finland,SI3_AGG - AGFO - Food,World,1812,1764,1884,2045,2091,2369
Finland,SI3_AGG - MI - Fuels and mining products,World,10010,11983,11353,9760,12397,16392
Finland,SI3_AGG - MIFU - Fuels,World,5715,6910,6924,4907,6042,9208
Finland,SI3_AGG - MA - Manufactures,World,49966,54939,53762,48659,59090,59441
Finland,SI3_AGG - MAIS - Iron and steel,World,4637,5643,5678,4172,6248,6871
Finland,SI3_AGG - MACH - Chemicals,World,6815,7409,6847,7031,9037,9681
Finland,SI3_AGG - MACHPH - Pharmaceuticals,World,849,873,749,952,1236,1266
Finland,SI3_AGG - MAMT - Machinery and transport equipment,World,22188,23754,24274,22529,26120,25054
Finland,SI3_AGG - MAMTOF - Office and telecom equipment,World,1684,1800,1708,1497,1920,2189
Finland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,333,351,419,361,495,407
Finland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,842,982,947,872,1044,934
Finland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,509,467,343,264,381,848
Finland,SI3_AGG - MAMTTE - Transport equipment,World,6954,6933,7839,6478,7949,6698
Finland,SI3_AGG - MAMTAU - Automotive products,World,4080,4905,4784,4038,4792,3949
Finland,SI3_AGG - MATE - Textiles,World,308,333,319,335,379,383
Finland,SI3_AGG - MACL - Clothing,World,326,334,310,292,298,350
Four East Asian traders,SI3_AGG - TO - Total merchandise,World,1814254,1922179,1798505,1770998,2219353,2287089
France,SI3_AGG - TO - Total merchandise,World,535298,582222,570951,488637,585021,617855
France,SI3_AGG - AG - Agricultural products,World,72635,76691,74918,73214,86119,91447
France,SI3_AGG - AGFO - Food,World,66779,70707,69339,68078,79617,84800
France,SI3_AGG - MI - Fuels and mining products,World,27599,33181,28970,20193,32717,39799
France,SI3_AGG - MIFU - Fuels,World,16024,20649,17581,10010,17505,24023
France,SI3_AGG - MA - Manufactures,World,424665,460724,453701,382682,447753,463501
France,SI3_AGG - MAIS - Iron and steel,World,14722,16030,14000,10643,16548,18021
France,SI3_AGG - MACH - Chemicals,World,100800,108312,107620,105085,123013,125542
France,SI3_AGG - MACHPH - Pharmaceuticals,World,32370,34781,36447,38909,40093,38541
France,SI3_AGG - MAMT - Machinery and transport equipment,World,208949,227000,222145,170878,193903,200732
France,SI3_AGG - MAMTOF - Office and telecom equipment,World,20670,22538,21292,18526,21499,23067
France,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4259,4861,4501,4371,4914,4812
France,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8534,8566,7773,6294,7431,6699
France,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,7876,9111,9018,7860,9153,11556
France,SI3_AGG - MAMTTE - Transport equipment,World,113574,121484,117608,82126,91194,93166
France,SI3_AGG - MAMTAU - Automotive products,World,54598,59505,55323,45756,51789,49775
France,SI3_AGG - MATE - Textiles,World,4748,5063,4766,4353,5097,5036
France,SI3_AGG - MACL - Clothing,World,11776,13224,13278,11604,13914,15251
French Polynesia,SI3_AGG - TO - Total merchandise,World,153,148,133,72,119,131
French Polynesia,SI3_AGG - AG - Agricultural products,World,36,38,39,24,38,41
French Polynesia,SI3_AGG - AGFO - Food,World,33,35,36,22,35,38
French Polynesia,SI3_AGG - MI - Fuels and mining products,World,1,1,1,1,1,1
French Polynesia,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MA - Manufactures,World,117,109,93,47,79,89
French Polynesia,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MACH - Chemicals,World,5,5,4,4,4,4
French Polynesia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MAMT - Machinery and transport equipment,World,30,25,41,16,43,32
French Polynesia,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,1,1,2,2,3
French Polynesia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,1,1,1
French Polynesia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,1,1,0,2
French Polynesia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MAMTTE - Transport equipment,World,25,19,34,11,36,26
French Polynesia,SI3_AGG - MAMTAU - Automotive products,World,0,1,0,0,1,1
French Polynesia,SI3_AGG - MATE - Textiles,World,0,0,1,0,0,0
French Polynesia,SI3_AGG - MACL - Clothing,World,1,1,1,1,1,1
G-20,SI3_AGG - TO - Total merchandise,World,13620492,14941192,14586696,13568707,17082813,18905977
G-7 (Group of Seven),SI3_AGG - TO - Total merchandise,World,5597172,6033165,5855648,5227507,6325853,6872947
Gabon,SI3_AGG - TO - Total merchandise,World,5164,6231,6722,6222,7598,9200
Gabon,SI3_AGG - AG - Agricultural products,World,363,434,400,526,574,552
Gabon,SI3_AGG - AGFO - Food,World,11,20,29,45,98,73
Gabon,SI3_AGG - MI - Fuels and mining products,World,3786,4856,4565,4342,4744,8166
Gabon,SI3_AGG - MIFU - Fuels,World,3595,4589,4232,3887,4201,6812
Gabon,SI3_AGG - MA - Manufactures,World,1012,939,1757,1353,2278,467
Gabon,SI3_AGG - MAIS - Iron and steel,World,27,65,50,65,78,65
Gabon,SI3_AGG - MACH - Chemicals,World,5,6,4,5,5,3
Gabon,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Gabon,SI3_AGG - MAMT - Machinery and transport equipment,World,809,636,1422,1006,1737,14
Gabon,SI3_AGG - MAMTOF - Office and telecom equipment,World,11,2,2,2,3,4
Gabon,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,1,2,3
Gabon,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10,1,2,1,1,0
Gabon,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,1
Gabon,SI3_AGG - MAMTTE - Transport equipment,World,717,564,919,877,1601,5
Gabon,SI3_AGG - MAMTAU - Automotive products,World,12,13,11,10,20,0
Gabon,SI3_AGG - MATE - Textiles,World,1,0,1,0,0,0
Gabon,SI3_AGG - MACL - Clothing,World,1,1,1,2,6,0
The Gambia,SI3_AGG - TO - Total merchandise,World,124,140,133,61,33,40
The Gambia,SI3_AGG - AG - Agricultural products,World,10,4,9,6,11,14
The Gambia,SI3_AGG - AGFO - Food,World,9,3,6,6,11,14
The Gambia,SI3_AGG - MI - Fuels and mining products,World,0,4,12,0,13,22
The Gambia,SI3_AGG - MIFU - Fuels,World,0,3,12,0,12,21
The Gambia,SI3_AGG - MA - Manufactures,World,4,4,4,20,3,4
The Gambia,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,,
The Gambia,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,,
The Gambia,SI3_AGG - MAMT - Machinery and transport equipment,World,1,0,2,13,2,3
The Gambia,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,,0,,
The Gambia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,,,0,0
The Gambia,SI3_AGG - MAMTTE - Transport equipment,World,0,0,1,0,1,0
The Gambia,SI3_AGG - MAMTAU - Automotive products,World,0,0,1,0,1,0
The Gambia,SI3_AGG - MATE - Textiles,World,1,3,1,1,0,0
The Gambia,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Georgia,SI3_AGG - TO - Total merchandise,World,2746,3380,3798,3341,4243,5583
Georgia,SI3_AGG - AG - Agricultural products,World,798,983,911,952,1158,1271
Georgia,SI3_AGG - AGFO - Food,World,775,959,886,938,1135,1242
Georgia,SI3_AGG - MI - Fuels and mining products,World,597,659,765,909,1054,1382
Georgia,SI3_AGG - MIFU - Fuels,World,109,68,25,16,36,149
Georgia,SI3_AGG - MA - Manufactures,World,1272,1657,2040,1371,1952,2822
Georgia,SI3_AGG - MAIS - Iron and steel,World,371,419,364,276,526,513
Georgia,SI3_AGG - MACH - Chemicals,World,293,333,372,273,344,558
Georgia,SI3_AGG - MACHPH - Pharmaceuticals,World,153,161,183,111,110,124
Georgia,SI3_AGG - MAMT - Machinery and transport equipment,World,375,610,955,546,703,1245
Georgia,SI3_AGG - MAMTOF - Office and telecom equipment,World,16,15,16,13,64,70
Georgia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5,6,4,5,27,24
Georgia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10,8,8,6,36,38
Georgia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,4,2,1,8
Georgia,SI3_AGG - MAMTTE - Transport equipment,World,276,483,820,466,515,1004
Georgia,SI3_AGG - MAMTAU - Automotive products,World,271,471,791,431,496,981
Georgia,SI3_AGG - MATE - Textiles,World,9,16,20,22,39,73
Georgia,SI3_AGG - MACL - Clothing,World,86,83,107,89,129,169
Germany,SI3_AGG - TO - Total merchandise,World,1448191,1560539,1489412,1382533,1636742,1657577
Germany,SI3_AGG - AG - Agricultural products,World,92637,95083,92393,92747,104381,108000
Germany,SI3_AGG - AGFO - Food,World,80593,82208,80477,81011,88881,92608
Germany,SI3_AGG - MI - Fuels and mining products,World,65900,77901,76226,67040,100913,120649
Germany,SI3_AGG - MIFU - Fuels,World,29291,37479,37724,27676,45647,66655
Germany,SI3_AGG - MA - Manufactures,World,1266043,1364823,1296811,1196190,1407135,1405189
Germany,SI3_AGG - MAIS - Iron and steel,World,29150,32049,28488,24390,34285,39201
Germany,SI3_AGG - MACH - Chemicals,World,235012,256951,243574,246226,303889,319480
Germany,SI3_AGG - MACHPH - Pharmaceuticals,World,84861,97562,91645,99603,119633,126082
Germany,SI3_AGG - MAMT - Machinery and transport equipment,World,728284,776022,737267,655269,753332,739168
Germany,SI3_AGG - MAMTOF - Office and telecom equipment,World,73258,78968,74298,71395,82479,81175
Germany,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,26922,28968,26394,26356,31251,27353
Germany,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,24382,26188,26138,25622,26921,24448
Germany,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,21953,23812,21766,19417,24307,29374
Germany,SI3_AGG - MAMTTE - Transport equipment,World,342215,350180,327053,273175,314321,318723
Germany,SI3_AGG - MAMTAU - Automotive products,World,261444,267392,247625,211385,246941,252112
Germany,SI3_AGG - MATE - Textiles,World,14219,14937,13846,13959,15106,14076
Germany,SI3_AGG - MACL - Clothing,World,21084,24244,24556,23584,27107,26771
Ghana,SI3_AGG - TO - Total merchandise,World,13835,14943,15668,14472,14727,17494
Ghana,SI3_AGG - AG - Agricultural products,World,3652,4692,3871,3628,7991,2978
Ghana,SI3_AGG - AGFO - Food,World,3425,4456,3686,3498,7339,2808
Ghana,SI3_AGG - MI - Fuels and mining products,World,3919,5712,5826,1968,508,195
Ghana,SI3_AGG - MIFU - Fuels,World,3639,5233,5316,1364,60,22
Ghana,SI3_AGG - MA - Manufactures,World,930,602,873,1529,2169,1378
Ghana,SI3_AGG - MAIS - Iron and steel,World,42,40,59,88,139,248
Ghana,SI3_AGG - MACH - Chemicals,World,281,125,281,202,179,131
Ghana,SI3_AGG - MACHPH - Pharmaceuticals,World,2,4,8,7,4,4
Ghana,SI3_AGG - MAMT - Machinery and transport equipment,World,40,120,44,36,27,37
Ghana,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,45,6,15,3,12
Ghana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,1,1,10
Ghana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,42,2,2,2,2
Ghana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,2,3,12,0,0
Ghana,SI3_AGG - MAMTTE - Transport equipment,World,5,7,8,6,7,5
Ghana,SI3_AGG - MAMTAU - Automotive products,World,2,4,5,3,1,1
Ghana,SI3_AGG - MATE - Textiles,World,83,7,26,18,248,6
Ghana,SI3_AGG - MACL - Clothing,World,10,23,18,4,1,1
Greece,SI3_AGG - TO - Total merchandise,World,32627,39502,37907,35215,47218,57392
Greece,SI3_AGG - AG - Agricultural products,World,7107,7843,7574,8383,10164,10687
Greece,SI3_AGG - AGFO - Food,World,6487,7229,6791,7757,9054,9752
Greece,SI3_AGG - MI - Fuels and mining products,World,13174,17140,15127,10741,17625,25934
Greece,SI3_AGG - MIFU - Fuels,World,10144,13563,11943,7689,13323,21175
Greece,SI3_AGG - MA - Manufactures,World,11547,13684,14383,15325,18558,19957
Greece,SI3_AGG - MAIS - Iron and steel,World,780,1203,909,944,1142,1359
Greece,SI3_AGG - MACH - Chemicals,World,3477,4135,4608,5777,6703,6361
Greece,SI3_AGG - MACHPH - Pharmaceuticals,World,1345,1743,2176,3293,3415,2698
Greece,SI3_AGG - MAMT - Machinery and transport equipment,World,2914,3460,3559,3732,4587,5217
Greece,SI3_AGG - MAMTOF - Office and telecom equipment,World,853,1198,1152,1186,1341,1938
Greece,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,523,843,823,758,667,987
Greece,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,305,329,299,377,558,526
Greece,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,26,26,31,51,117,424
Greece,SI3_AGG - MAMTTE - Transport equipment,World,437,525,479,598,664,645
Greece,SI3_AGG - MAMTAU - Automotive products,World,133,173,165,189,209,205
Greece,SI3_AGG - MATE - Textiles,World,517,545,548,572,691,767
Greece,SI3_AGG - MACL - Clothing,World,769,881,1159,810,1066,1124
Greenland,SI3_AGG - TO - Total merchandise,World,596,699,826,816,802,832
Greenland,SI3_AGG - AG - Agricultural products,World,536,592,682,688,711,756
Greenland,SI3_AGG - AGFO - Food,World,536,592,681,688,711,753
Greenland,SI3_AGG - MI - Fuels and mining products,World,1,1,1,1,1,1
Greenland,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Greenland,SI3_AGG - MA - Manufactures,World,40,29,96,126,89,75
Greenland,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Greenland,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Greenland,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMT - Machinery and transport equipment,World,36,25,66,92,53,21
Greenland,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTTE - Transport equipment,World,33,24,62,88,49,9
Greenland,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Greenland,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Greenland,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Grenada,SI3_AGG - TO - Total merchandise,World,30,31,34,25,35,37
Grenada,SI3_AGG - AG - Agricultural products,World,23,18,25,19,25,27
Grenada,SI3_AGG - AGFO - Food,World,23,18,25,19,25,27
Grenada,SI3_AGG - MI - Fuels and mining products,World,1,0,0,0,0,2
Grenada,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Grenada,SI3_AGG - MA - Manufactures,World,7,13,9,5,9,8
Grenada,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Grenada,SI3_AGG - MACH - Chemicals,World,1,2,2,1,1,2
Grenada,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Grenada,SI3_AGG - MAMT - Machinery and transport equipment,World,3,8,4,1,5,3
Grenada,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,3,1,0,0,1
Grenada,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Grenada,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,3,1,0,0,1
Grenada,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Grenada,SI3_AGG - MAMTTE - Transport equipment,World,1,4,2,1,1,2
Grenada,SI3_AGG - MAMTAU - Automotive products,World,0,0,1,0,0,1
Grenada,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Grenada,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Guam,SI3_AGG - TO - Total merchandise,World,33,34,32,36,44,33
Guatemala,SI3_AGG - TO - Total merchandise,World,10990,10769,11175,11521,13753,15695
Guatemala,SI3_AGG - AG - Agricultural products,World,5602,5466,5762,6304,6735,7735
Guatemala,SI3_AGG - AGFO - Food,World,5246,5139,5440,5995,6291,7298
Guatemala,SI3_AGG - MI - Fuels and mining products,World,775,569,600,388,557,620
Guatemala,SI3_AGG - MIFU - Fuels,World,381,454,514,275,372,457
Guatemala,SI3_AGG - MA - Manufactures,World,4612,4734,4811,4829,6434,7339
Guatemala,SI3_AGG - MAIS - Iron and steel,World,385,442,479,537,791,839
Guatemala,SI3_AGG - MACH - Chemicals,World,1207,1184,1274,1380,1681,2035
Guatemala,SI3_AGG - MACHPH - Pharmaceuticals,World,231,223,244,274,335,357
Guatemala,SI3_AGG - MAMT - Machinery and transport equipment,World,285,243,215,204,317,383
Guatemala,SI3_AGG - MAMTOF - Office and telecom equipment,World,29,31,29,25,48,44
